"Ders Kodu

Course Code","Ders Adı

Course Name","Dönem

Term","Yıl

Year","Kalan Öğrenci Sayısı

Fail","Geçen Öğrenci Sayısı

Pass","Ön Koşul Ders(ler)ini Geçen Öğrenci Sayısı

Prerequisite Pass","Hazırlık Okulunu Geçip Derse Kayıt Olabilecek Öğrenci Sayısı

Prep School Pass","Önceki Notunu Yükseltmek için Dersi Alan Öğrenci Sayısı

Raise Grades","Not Ortalamasını Yükseltmek için Dersi Alan Öğrenci Sayısı

Increase GPA","Dersi Alan Yan / Çift Anadal Öğrencilerin Sayısı

Minor / Double Major","Ders Kayıtlı Öğrenci Sayısı

Enrolled Students","Gelecek Dönem Dersi Alacak Öğrenci Sayısı Tahmini

Future Enroll"
CMPE 225,Object Oriented Programing,Fall,2016,27,95,100,0,10,12,3,122,
CMPE 225,Object Oriented Programing,Spring,2017,25,97,100,0,5,12,1,122,
CMPE 225,Object Oriented Programing,Summer,2017,5,30,38,0,6,11,3,35,
CMPE 225,Object Oriented Programing,Fall,2017,26,94,99,0,7,9,0,120,
CMPE 225,Object Oriented Programing,Spring,2018,26,93,100,0,8,9,0,119,
CMPE 225,Object Oriented Programing,Summer,2018,9,36,27,0,6,10,2,45,
CMPE 225,Object Oriented Programing,Fall,2018,27,98,96,0,5,12,0,125,
CMPE 225,Object Oriented Programing,Spring,2019,28,97,97,0,10,10,2,125,
CMPE 225,Object Oriented Programing,Summer,2019,8,31,26,0,9,8,0,39,
CMPE 225,Object Oriented Programing,Fall,2019,27,98,98,0,9,8,2,125,
CMPE 225,Object Oriented Programing,Spring,2020,27,94,98,0,8,10,0,121,
CMPE 225,Object Oriented Programing,Summer,2020,10,39,30,0,10,9,2,49,
CMPE 225,Object Oriented Programing,Fall,2020,25,97,98,0,10,11,3,122,
CMPE 225,Object Oriented Programing,Spring,2021,29,92,98,0,6,12,0,121,
CMPE 225,Object Oriented Programing,Summer,2021,9,32,37,0,10,8,2,41,
CMPE 225,Object Oriented Programing,Fall,2021,25,100,100,0,10,11,1,125,
CMPE 225,Object Oriented Programing,Spring,2022,27,97,99,0,8,9,0,124,
CMPE 225,Object Oriented Programing,Summer,2022,9,34,37,0,7,8,3,43,
CMPE 225,Object Oriented Programing,Fall,2022,25,95,75,0,20,15,10,120,
CMPE 225,Object Oriented Programing,Spring,2023,26,92,80,0,18,12,12,118,
CMPE 225,Object Oriented Programing,Summer,2023,7,35,37,0,11,9,0,42,
SE 112,Introduction to Software Engineering,Fall,2003,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Spring,2004,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Summer,2004,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2004,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Spring,2005,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Summer,2005,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2005,9,47,0,0,0,0,0,56,
SE 112,Introduction to Software Engineering,Spring,2006,11,57,0,2,1,0,0,68,
SE 112,Introduction to Software Engineering,Summer,2006,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2006,8,45,0,14,1,6,4,53,
SE 112,Introduction to Software Engineering,Spring,2007,6,58,0,7,4,6,2,64,
SE 112,Introduction to Software Engineering,Summer,2007,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2007,12,57,0,11,1,2,1,69,
SE 112,Introduction to Software Engineering,Spring,2008,12,55,0,6,1,6,4,67,
SE 112,Introduction to Software Engineering,Summer,2008,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2008,15,54,0,6,2,2,2,69,
SE 112,Introduction to Software Engineering,Spring,2009,12,64,0,10,4,5,6,76,
SE 112,Introduction to Software Engineering,Summer,2009,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2009,11,69,0,9,4,3,2,80,
SE 112,Introduction to Software Engineering,Spring,2010,10,69,0,6,2,1,1,79,
SE 112,Introduction to Software Engineering,Summer,2010,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2010,12,81,0,8,4,2,3,93,
SE 112,Introduction to Software Engineering,Spring,2011,12,76,0,8,6,1,5,88,
SE 112,Introduction to Software Engineering,Summer,2011,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2011,15,78,0,14,4,5,1,93,
SE 112,Introduction to Software Engineering,Spring,2012,20,85,0,8,2,6,6,105,
SE 112,Introduction to Software Engineering,Summer,2012,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2012,15,76,0,10,1,4,5,91,
SE 112,Introduction to Software Engineering,Spring,2013,19,88,0,9,6,3,3,107,
SE 112,Introduction to Software Engineering,Summer,2013,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2013,18,79,0,14,6,1,1,97,
SE 112,Introduction to Software Engineering,Spring,2014,18,85,0,9,2,2,6,103,
SE 112,Introduction to Software Engineering,Summer,2014,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2014,12,88,0,14,1,6,4,100,
SE 112,Introduction to Software Engineering,Spring,2015,8,84,0,14,3,2,4,92,
SE 112,Introduction to Software Engineering,Summer,2015,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2015,11,79,0,9,6,6,3,90,
SE 112,Introduction to Software Engineering,Spring,2016,18,86,0,5,5,6,4,104,
SE 112,Introduction to Software Engineering,Summer,2016,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2016,9,85,0,9,5,1,3,94,
SE 112,Introduction to Software Engineering,Spring,2017,19,76,0,9,1,1,1,95,
SE 112,Introduction to Software Engineering,Summer,2017,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2017,12,77,0,10,5,6,2,89,
SE 112,Introduction to Software Engineering,Spring,2018,8,85,0,6,6,5,5,93,
SE 112,Introduction to Software Engineering,Summer,2018,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2018,17,73,0,6,5,1,6,90,
SE 112,Introduction to Software Engineering,Spring,2019,18,84,0,12,2,5,4,102,
SE 112,Introduction to Software Engineering,Summer,2019,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2019,13,70,0,10,2,1,5,83,
SE 112,Introduction to Software Engineering,Spring,2020,18,84,0,6,4,2,5,102,
SE 112,Introduction to Software Engineering,Summer,2020,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2020,13,83,0,7,2,5,2,96,
SE 112,Introduction to Software Engineering,Spring,2021,18,84,0,9,4,3,3,102,
SE 112,Introduction to Software Engineering,Summer,2021,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2021,13,84,0,8,6,1,1,97,
SE 112,Introduction to Software Engineering,Spring,2022,18,73,0,12,3,1,3,91,
SE 112,Introduction to Software Engineering,Summer,2022,0,0,0,0,0,0,0,0,
SE 112,Introduction to Software Engineering,Fall,2022,17,77,0,12,1,4,6,94,
SE 112,Introduction to Software Engineering,Spring,2023,18,84,0,12,4,2,3,102,
SE 112,Introduction to Software Engineering,Summer,2023,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2003,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2004,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Summer,2004,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2004,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2005,2,28,25,2,1,2,2,30,
SE 212,Human-Computer Interaction,Summer,2005,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2005,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2006,3,26,24,3,1,2,1,29,
SE 212,Human-Computer Interaction,Summer,2006,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2006,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2007,4,34,30,2,1,3,1,38,
SE 212,Human-Computer Interaction,Summer,2007,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2007,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2008,3,35,30,3,2,1,1,38,
SE 212,Human-Computer Interaction,Summer,2008,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2008,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2009,4,32,30,2,2,1,3,36,
SE 212,Human-Computer Interaction,Summer,2009,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2009,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2010,5,35,34,3,2,1,2,40,
SE 212,Human-Computer Interaction,Summer,2010,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2010,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2011,5,35,35,2,1,2,1,40,
SE 212,Human-Computer Interaction,Summer,2011,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2011,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2012,4,37,35,3,1,2,1,41,
SE 212,Human-Computer Interaction,Summer,2012,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2012,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2013,3,40,38,5,2,3,1,43,
SE 212,Human-Computer Interaction,Summer,2013,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2013,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2014,5,40,35,2,1,3,2,45,
SE 212,Human-Computer Interaction,Summer,2014,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2014,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2015,4,42,40,2,3,1,2,46,
SE 212,Human-Computer Interaction,Summer,2015,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2015,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2016,5,40,35,0,3,3,5,45,
SE 212,Human-Computer Interaction,Summer,2016,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2016,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2017,10,62,60,0,5,4,3,72,
SE 212,Human-Computer Interaction,Summer,2017,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2017,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2018,5,45,40,0,4,2,3,50,
SE 212,Human-Computer Interaction,Summer,2018,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2018,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2019,6,49,45,0,3,4,2,55,
SE 212,Human-Computer Interaction,Summer,2019,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2019,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2020,7,73,70,0,5,4,3,80,
SE 212,Human-Computer Interaction,Summer,2020,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2020,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2021,8,79,77,0,6,4,5,87,
SE 212,Human-Computer Interaction,Summer,2021,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2021,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2022,10,78,75,0,5,3,4,88,
SE 212,Human-Computer Interaction,Summer,2022,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Fall,2022,0,0,0,0,0,0,0,0,
SE 212,Human-Computer Interaction,Spring,2023,9,80,82,0,4,6,4,89,
SE 212,Human-Computer Interaction,Summer,2023,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2003,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2004,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Summer,2004,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2004,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2005,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Summer,2005,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2005,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2006,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Summer,2006,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2006,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2007,11,35,0,15,0,0,0,46,
ISE 102,Introduction to Management Information Systems,Summer,2007,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2007,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2008,12,34,0,7,0,0,0,46,
ISE 102,Introduction to Management Information Systems,Summer,2008,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2008,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2009,9,30,0,8,2,0,0,39,
ISE 102,Introduction to Management Information Systems,Summer,2009,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2009,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2010,10,30,0,7,3,2,2,40,
ISE 102,Introduction to Management Information Systems,Summer,2010,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2010,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2011,6,82,0,10,1,1,4,88,
ISE 102,Introduction to Management Information Systems,Summer,2011,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2011,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2012,16,74,0,11,4,3,2,90,
ISE 102,Introduction to Management Information Systems,Summer,2012,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2012,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2013,18,82,0,13,3,4,4,100,
ISE 102,Introduction to Management Information Systems,Summer,2013,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2013,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2014,17,95,0,12,5,1,6,112,
ISE 102,Introduction to Management Information Systems,Summer,2014,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2014,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2015,16,82,0,11,2,6,5,98,
ISE 102,Introduction to Management Information Systems,Summer,2015,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2015,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2016,14,65,0,9,6,5,6,79,
ISE 102,Introduction to Management Information Systems,Summer,2016,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2016,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2017,5,67,0,7,2,5,5,72,
ISE 102,Introduction to Management Information Systems,Summer,2017,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2017,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2018,18,84,0,7,3,1,4,102,
ISE 102,Introduction to Management Information Systems,Summer,2018,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2018,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2019,22,81,0,7,2,6,6,103,
ISE 102,Introduction to Management Information Systems,Summer,2019,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2019,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2020,14,61,0,10,5,4,5,75,
ISE 102,Introduction to Management Information Systems,Summer,2020,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2020,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2021,8,61,0,13,1,2,5,69,
ISE 102,Introduction to Management Information Systems,Summer,2021,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2021,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2022,14,61,0,14,1,2,2,75,
ISE 102,Introduction to Management Information Systems,Summer,2022,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Fall,2022,0,0,0,0,0,0,0,0,
ISE 102,Introduction to Management Information Systems,Spring,2023,19,88,0,13,1,4,6,107,
ISE 102,Introduction to Management Information Systems,Summer,2023,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2003,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Spring,2004,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2004,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2004,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Spring,2005,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2005,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2005,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Spring,2006,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2006,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2006,11,47,0,0,0,0,0,58,
ISE 261,Business and e-Commerce,Spring,2007,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2007,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2007,7,44,0,2,4,2,0,51,
ISE 261,Business and e-Commerce,Spring,2008,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2008,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2008,4,20,0,2,0,0,0,24,
ISE 261,Business and e-Commerce,Spring,2009,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2009,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2009,7,26,0,0,4,0,1,33,
ISE 261,Business and e-Commerce,Spring,2010,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2010,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2010,5,23,0,0,0,1,0,28,
ISE 261,Business and e-Commerce,Spring,2011,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2011,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2011,13,30,0,0,3,0,2,43,
ISE 261,Business and e-Commerce,Spring,2012,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2012,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2012,4,32,0,0,2,2,2,36,
ISE 261,Business and e-Commerce,Spring,2013,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2013,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2013,6,20,0,1,4,2,0,26,
ISE 261,Business and e-Commerce,Spring,2014,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2014,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2014,13,34,0,0,3,1,1,47,
ISE 261,Business and e-Commerce,Spring,2015,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2015,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2015,8,27,0,0,0,2,0,35,
ISE 261,Business and e-Commerce,Spring,2016,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2016,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2016,11,35,0,2,0,1,1,46,
ISE 261,Business and e-Commerce,Spring,2017,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2017,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2017,9,47,0,2,2,1,2,56,
ISE 261,Business and e-Commerce,Spring,2018,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2018,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2018,4,31,0,0,2,0,2,35,
ISE 261,Business and e-Commerce,Spring,2019,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2019,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2019,9,34,0,1,2,1,1,43,
ISE 261,Business and e-Commerce,Spring,2020,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2020,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2020,12,43,0,1,0,0,1,55,
ISE 261,Business and e-Commerce,Spring,2021,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2021,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2021,7,27,0,1,1,1,0,34,
ISE 261,Business and e-Commerce,Spring,2022,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2022,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Fall,2022,8,51,0,2,0,2,0,59,
ISE 261,Business and e-Commerce,Spring,2023,0,0,0,0,0,0,0,0,
ISE 261,Business and e-Commerce,Summer,2023,0,0,0,0,0,0,0,0,
